"$epsilon_r []","Freq [GHz]","dB(S(1,1)) []"
4.3384,3.856,-5.16480883155562
4.3384,3.8565,-5.1925945247771
4.3384,3.857,-5.22059575897036
4.3384,3.8575,-5.24881464330891
4.3384,3.858,-5.2772533136957
4.3384,3.8585,-5.30591393322475
4.3384,3.859,-5.33479869265437
4.3384,3.8595,-5.36390981089114
4.3384,3.86,-5.39324953548525
4.3384,3.8605,-5.42282014313806
4.3384,3.861,-5.45262394022104
4.3384,3.8615,-5.48266326330798
4.3384,3.862,-5.51294047971979
4.3384,3.8625,-5.54345798808219
4.3384,3.863,-5.57421821889759
4.3384,3.8635,-5.60522363513086
4.3384,3.864,-5.63647673280938
4.3384,3.8645,-5.6679800416383
4.3384,3.865,-5.69973612563123
4.3384,3.8655,-5.73174758375649
4.3384,3.866,-5.76401705060007
4.3384,3.8665,-5.79654719704544
4.3384,3.867,-5.82934073097049
4.3384,3.8675,-5.86240039796291
4.3384,3.868,-5.89572898205355
4.3384,3.8685,-5.92932930646945
4.3384,3.869,-5.96320423440637
4.3384,3.8695,-5.99735666982158
4.3384,3.87,-6.03178955824784
4.3384,3.8705,-6.06650588762938
4.3384,3.871,-6.10150868917956
4.3384,3.8715,-6.13680103826253
4.3384,3.872,-6.17238605529849
4.3384,3.8725,-6.20826690669352
4.3384,3.873,-6.24444680579504
4.3384,3.8735,-6.28092901387424
4.3384,3.874,-6.31771684113486
4.3384,3.8745,-6.35481364775117
4.3384,3.875,-6.3922228449343
4.3384,3.8755,-6.42994789602942
4.3384,3.876,-6.46799231764404
4.3384,3.8765,-6.50635968080823
4.3384,3.877,-6.54505361216881
4.3384,3.8775,-6.58407779521796
4.3384,3.878,-6.62343597155751
4.3384,3.8785,-6.66313194220053
4.3384,3.879,-6.70316956891169
4.3384,3.8795,-6.74355277558639
4.3384,3.88,-6.7842855496726
4.3384,3.8805,-6.82537194363397
4.3384,3.881,-6.86681607645829
4.3384,3.8815,-6.90862213521164
4.3384,3.882,-6.95079437663951
4.3384,3.8825,-6.99333712881819
4.3384,3.883,-7.03625479285705
4.3384,3.8835,-7.07955184465337
4.3384,3.884,-7.12323283670332
4.3384,3.8845,-7.16730239996948
4.3384,3.885,-7.21176524580777
4.3384,3.8855,-7.25662616795635
4.3384,3.886,-7.30189004458865
4.3384,3.8865,-7.34756184043232
4.3384,3.887,-7.39364660895827
4.3384,3.8875,-7.44014949464062
4.3384,3.888,-7.48707573529223
4.3384,3.8885,-7.53443066447738
4.3384,3.889,-7.58221971400524
4.3384,3.8895,-7.63044841650768
4.3384,3.89,-7.67912240810476
4.3384,3.8905,-7.72824743116022
4.3384,3.891,-7.77782933713307
4.3384,3.8915,-7.82787408952711
4.3384,3.892,-7.87838776694336
4.3384,3.8925,-7.92937656623955
4.3384,3.893,-7.98084680580199
4.3384,3.8935,-8.03280492893248
4.3384,3.894,-8.0852575073581
4.3384,3.8945,-8.13821124486609
4.3384,3.895,-8.19167298107216
4.3384,3.8955,-8.24564969532604
4.3384,3.896,-8.3001485107607
4.3384,3.8965,-8.35517669849228
4.3384,3.897,-8.41074168197722
4.3384,3.8975,-8.46685104153257
4.3384,3.898,-8.5235125190287
4.3384,3.8985,-8.58073402276119
4.3384,3.899,-8.63852363250938
4.3384,3.8995,-8.69688960479217
4.3384,3.9,-8.75584037832895
4.3384,3.9005,-8.81538457971496
4.3384,3.901,-8.8755310293226
4.3384,3.9015,-8.93628874743809
4.3384,3.902,-8.99766696064557
4.3384,3.9025,-9.05967510847102
4.3384,3.903,-9.12232285029672
4.3384,3.9035,-9.1856200725625
4.3384,3.904,-9.24957689626581
4.3384,3.9045,-9.31420368477554
4.3384,3.905,-9.37951105197733
4.3384,3.9055,-9.44550987076545
4.3384,3.906,-9.51221128189913
4.3384,3.9065,-9.57962670324286
4.3384,3.907,-9.64776783941144
4.3384,3.9075,-9.71664669183798
4.3384,3.908,-9.78627556929154
4.3384,3.9085,-9.85666709886459
4.3384,3.909,-9.92783423745834
4.3384,3.9095,-9.99979028379208
4.3384,3.91,-10.0725488909644
4.3384,3.9105,-10.1461240795987
4.3384,3.911,-10.220530251605
4.3384,3.9115,-10.2957822045913
4.3384,3.912,-10.371895146964
4.3384,3.9125,-10.4488847137559
4.3384,3.913,-10.5267669832234
4.3384,3.9135,-10.6055584942585
4.3384,3.914,-10.6852762646654
4.3384,3.9145,-10.7659378103496
4.3384,3.915,-10.8475611654795
4.3384,3.9155,-10.930164903675
4.3384,3.916,-11.0137681602898
4.3384,3.9165,-11.0983906558549
4.3384,3.917,-11.1840527207531
4.3384,3.9175,-11.2707753212082
4.3384,3.918,-11.3585800866689
4.3384,3.9185,-11.4474893386784
4.3384,3.919,-11.5375261213295
4.3384,3.9195,-11.6287142334087
4.3384,3.92,-11.7210782623404
4.3384,3.9205,-11.8146436200577
4.3384,3.921,-11.909436580928
4.3384,3.9215,-12.0054843218765
4.3384,3.922,-12.1028149648639
4.3384,3.9225,-12.2014576218804
4.3384,3.923,-12.301442442642
4.3384,3.9235,-12.4028006651813
4.3384,3.924,-12.5055646695457
4.3384,3.9245,-12.6097680348353
4.3384,3.925,-12.7154455998319
4.3384,3.9255,-12.822633527489
4.3384,3.926,-12.9313693735852
4.3384,3.9265,-13.0416921598636
4.3384,3.927,-13.1536424520107
4.3384,3.9275,-13.2672624428652
4.3384,3.928,-13.3825960412801
4.3384,3.9285,-13.499688967101
4.3384,3.929,-13.618588852774
4.3384,3.9295,-13.7393453521399
4.3384,3.93,-13.8620102570314
4.3384,3.9305,-13.9866376223536
4.3384,3.931,-14.1132839003887
4.3384,3.9315,-14.2420080851554
4.3384,3.932,-14.3728718677319
4.3384,3.9325,-14.5059398035498
4.3384,3.933,-14.6412794927774
4.3384,3.9335,-14.7789617750349
4.3384,3.934,-14.9190609398172
4.3384,3.9345,-15.0616549541605
4.3384,3.935,-15.2068257092686
4.3384,3.9355,-15.3546592880018
4.3384,3.936,-15.5052462553792
4.3384,3.9365,-15.6586819744799
4.3384,3.937,-15.8150669504418
4.3384,3.9375,-15.9745072055834
4.3384,3.938,-16.1371146890531
4.3384,3.9385,-16.3030077248629
4.3384,3.939,-16.4723115026568
4.3384,3.9395,-16.6451586161476
4.3384,3.94,-16.8216896548312
4.3384,3.9405,-17.0020538553546
4.3384,3.941,-17.1864098198139
4.3384,3.9415,-17.3749263093041
4.3384,3.942,-17.5677831222471
4.3384,3.9425,-17.7651720684503
4.3384,3.943,-17.9672980514977
4.3384,3.9435,-18.174380274016
4.3384,3.944,-18.3866535826523
4.3384,3.9445,-18.6043699722847
4.3384,3.945,-18.8278002721665
4.3384,3.9455,-19.0572360404908
4.3384,3.946,-19.2929916983212
4.3384,3.9465,-19.5354069391806
4.3384,3.947,-19.7848494569444
4.3384,3.9475,-20.041718042296
4.3384,3.948,-20.306446107096
4.3384,3.9485,-20.5795057069601
4.3384,3.949,-20.8614121454179
4.3384,3.9495,-21.1527292587649
4.3384,3.95,-21.4540754995473
4.3384,3.9505,-21.7661309590982
4.3384,3.951,-22.0896454962948
4.3384,3.9515,-22.4254481711161
4.3384,3.952,-22.7744582180205
4.3384,3.9525,-23.137697835323
4.3384,3.953,-23.5163071111746
4.3384,3.9535,-23.9115614508501
4.3384,3.954,-24.3248919058543
4.3384,3.9545,-24.7579088168731
4.3384,3.955,-25.2124291387645
4.3384,3.9555,-25.6905076574355
4.3384,3.956,-26.194471923305
4.3384,3.9565,-26.7269599019751
4.3384,3.957,-27.2909576759362
4.3384,3.9575,-27.8898312489978
4.3384,3.958,-28.5273401157462
4.3384,3.9585,-29.2076078594909
4.3384,3.959,-29.9350009657881
4.3384,3.9595,-30.7138202720398
4.3384,3.96,-31.547619157212
4.3384,3.9605,-32.4377920046472
4.3384,3.961,-33.3807738090727
4.3384,3.9615,-34.3627403998735
4.3384,3.962,-35.3503773011029
4.3384,3.9625,-36.2775245860794
4.3384,3.963,-37.0342275742516
4.3384,3.9635,-37.4796008366085
4.3384,3.964,-37.5021856206324
4.3384,3.9645,-37.0960694980057
4.3384,3.965,-36.3655390632797
4.3384,3.9655,-35.4520455923639
4.3384,3.966,-34.4696341473297
4.3384,3.9665,-33.4882840122026
4.3384,3.967,-32.5437904963935
4.3384,3.9675,-31.6513495062915
4.3384,3.968,-30.8152164910344
4.3384,3.9685,-30.0343158595444
4.3384,3.969,-29.3052218307561
4.3384,3.9695,-28.6236667430539
4.3384,3.97,-27.98527289252
4.3384,3.9705,-27.3858864265835
4.3384,3.971,-26.8217111198361
4.3384,3.9715,-26.2893438330478
4.3384,3.972,-25.7857636751424
4.3384,3.9725,-25.3083012551883
4.3384,3.973,-24.8546012126361
4.3384,3.9735,-24.4225844121175
4.3384,3.974,-24.0104126930768
4.3384,3.9745,-23.6164572862842
4.3384,3.975,-23.2392711269797
4.3384,3.9755,-22.8775648790933
4.3384,3.976,-22.5301863111361
4.3384,3.9765,-22.1961026128284
4.3384,3.977,-21.8743852495095
4.3384,3.9775,-21.5641969857119
4.3384,3.978,-21.2647807530286
4.3384,3.9785,-20.9754500820307
4.3384,3.979,-20.6955808595103
4.3384,3.9795,-20.4246042092434
4.3384,3.98,-20.1620003263697
4.3384,3.9805,-19.9072931226139
4.3384,3.981,-19.6600455624649
4.3384,3.9815,-19.4198555895743
4.3384,3.982,-19.1863525586167
4.3384,3.9825,-18.9591941012018
4.3384,3.983,-18.738063365531
4.3384,3.9835,-18.5226665787463
4.3384,3.984,-18.3127308886722
4.3384,3.9845,-18.1080024481053
4.3384,3.985,-17.9082447102308
4.3384,3.9855,-17.7132369083091
4.3384,3.986,-17.522772696584
4.3384,3.9865,-17.3366589326213
4.3384,3.987,-17.1547145840096
4.3384,3.9875,-16.9767697446752
4.3384,3.988,-16.8026647480372
4.3384,3.9885,-16.6322493659154
4.3384,3.989,-16.465382083528
4.3384,3.9895,-16.301929442157
4.3384,3.99,-16.1417654421168
4.3384,3.9905,-15.9847709995603
4.3384,3.991,-15.8308334514556
4.3384,3.9915,-15.679846103736
4.3384,3.992,-15.5317078182167
4.3384,3.9925,-15.38632263439
4.3384,3.993,-15.2435994226408
4.3384,3.9935,-15.1034515658297
4.3384,3.994,-14.9657966665212
4.3384,3.9945,-14.8305562774305
4.3384,3.995,-14.6976556529302
4.3384,3.9955,-14.5670235196862
4.3384,3.996,-14.4385918646878
4.3384,3.9965,-14.3122957391252
4.3384,3.997,-14.1880730767223
4.3384,3.9975,-14.0658645252669
4.3384,3.998,-13.9456132902154
4.3384,3.9985,-13.82726498935
4.3384,3.999,-13.7107675175688
4.3384,3.9995,-13.5960709209801
4.3384,4,-13.4831272795422
4.3384,4.0005,-13.3718905975662
4.3384,4.001,-13.2623167014648
4.3384,4.0015,-13.1543631441755
4.3384,4.002,-13.0479891157481
4.3384,4.0025,-12.9431553596281
4.3384,4.003,-12.839824094204
4.3384,4.0035,-12.7379589392326
4.3384,4.004,-12.6375248467806
4.3384,4.0045,-12.5384880363557
4.3384,4.005,-12.4408159339302
4.3384,4.0055,-12.3444771145764
4.3384,4.006,-12.2494412484639
4.3384,4.0065,-12.1556790499867
4.3384,4.007,-12.0631622298033
4.3384,4.0075,-11.9718634495932
4.3384,4.008,-11.8817562793506
4.3384,4.0085,-11.7928151570428
4.3384,4.009,-11.7050153504815
4.3384,4.0095,-11.6183329212634
4.3384,4.01,-11.5327446906441
4.3384,4.0105,-11.4482282072273
4.3384,4.011,-11.3647617163514
4.3384,4.0115,-11.282324131069
4.3384,4.012,-11.2008950046227
4.3384,4.0125,-11.1204545043233
4.3384,4.013,-11.0409833867476
4.3384,4.0135,-10.962462974177
4.3384,4.014,-10.8848751322019
4.3384,4.0145,-10.8082022484243
4.3384,4.015,-10.7324272121965
4.3384,4.0155,-10.6575333953333
4.3384,4.016,-10.5835046337437
4.3384,4.0165,-10.5103252099313
4.3384,4.017,-10.4379798363119
4.3384,4.0175,-10.3664536393068
4.3384,4.018,-10.295732144165
4.3384,4.0185,-10.2258012604778
4.3384,4.019,-10.1566472683474
4.3384,4.0195,-10.0882568051739
4.3384,4.02,-10.0206168530283
4.3384,4.0205,-9.95371472658156
4.3384,4.021,-9.88753806155934
4.3384,4.0215,-9.82207480369539
4.3384,4.022,-9.7573131981596
4.3384,4.0225,-9.69324177943496
4.3384,4.023,-9.62984936162047
4.3384,4.0235,-9.56712502914104
4.3384,4.024,-9.50505812784131
4.3384,4.0245,-9.44363825644671
4.3384,4.025,-9.38285525837256
4.3384,4.0255,-9.3226992138646
4.3384,4.026,-9.26316043245589
4.3384,4.0265,-9.20422944572361
4.3384,4.027,-9.14589700033229
4.3384,4.0275,-9.08815405135058
4.3384,4.028,-9.03099175582763
4.3384,4.0285,-8.97440146661759
4.3384,4.029,-8.91837472644171
4.3384,4.0295,-8.86290326217562
4.3384,4.03,-8.80797897935236
4.3384,4.0305,-8.7535939568726
4.3384,4.031,-8.69974044191009
4.3384,4.0315,-8.64641084500703
4.3384,4.032,-8.59359773534829
4.3384,4.0325,-8.54129383620754
4.3384,4.033,-8.48949202055914
4.3384,4.0335,-8.43818530684669
4.3384,4.034,-8.38736685490226
4.3384,4.0345,-8.33702996201084
4.3384,4.035,-8.28716805911266
4.3384,4.0355,-8.23777470713763
4.3384,4.036,-8.18884359346779
4.3384,4.0365,-8.14036852852089
4.3384,4.037,-8.09234344245065
4.3384,4.0375,-8.04476238195979
4.3384,4.038,-7.99761950721961
4.3384,4.0385,-7.95090908889376
4.3384,4.039,-7.90462550526024
4.3384,4.0395,-7.85876323942885
4.3384,4.04,-7.81331687665015
4.3384,4.0405,-7.76828110171212
4.3384,4.041,-7.72365069642096
4.3384,4.0415,-7.67942053716344
4.3384,4.042,-7.6355855925469
4.3384,4.0425,-7.59214092111426
4.3384,4.043,-7.54908166913149
4.3384,4.0435,-7.50640306844434
4.3384,4.044,-7.46410043440156
4.3384,4.0445,-7.4221691638432
4.3384,4.045,-7.38060473315012
4.3384,4.0455,-7.33940269635367
4.3384,4.046,-7.29855868330269
4.3384,4.0465,-7.25806839788549
4.3384,4.047,-7.21792761630629
4.3384,4.0475,-7.17813218541182
4.3384,4.048,-7.13867802106826
4.3384,4.0485,-7.09956110658613
4.3384,4.049,-7.06077749119102
4.3384,4.0495,-7.02232328853866
4.3384,4.05,-6.98419467527372
4.3384,4.0505,-6.94638788962939
4.3384,4.051,-6.90889923006705
4.3384,4.0515,-6.87172505395524
4.3384,4.052,-6.83486177628493
4.3384,4.0525,-6.79830586842207
4.3384,4.053,-6.76205385689406
4.3384,4.0535,-6.72610232221001
4.3384,4.054,-6.69044789771426
4.3384,4.0545,-6.65508726847049
4.3384,4.055,-6.62001717017661
4.3384,4.0555,-6.58523438810939
4.3384,4.056,-6.550735756097
4.3384,4.0565,-6.51651815551926
4.3384,4.057,-6.48257851433496
4.3384,4.0575,-6.44891380613425
4.3384,4.058,-6.41552104921637
4.3384,4.0585,-6.38239730569172
4.3384,4.059,-6.34953968060679
4.3384,4.0595,-6.31694532109233
4.3384,4.06,-6.28461141553305
4.3384,4.0605,-6.25253519275852
4.3384,4.061,-6.22071392125525
4.3384,4.0615,-6.18914490839789
4.3384,4.062,-6.1578254997004
4.3384,4.0625,-6.12675307808582
4.3384,4.063,-6.09592506317411
4.3384,4.0635,-6.0653389105874
4.3384,4.064,-6.0349921112731
4.3384,4.0645,-6.00488219084258
4.3384,4.065,-5.97500670892688
4.3384,4.0655,-5.94536325854728
4.3384,4.066,-5.91594946550138
4.3384,4.0665,-5.88676298776398
4.3384,4.067,-5.85780151490197
4.3384,4.0675,-5.82906276750305
4.3384,4.068,-5.80054449661823
4.3384,4.0685,-5.7722444832172
4.3384,4.069,-5.74416053765609
4.3384,4.0695,-5.7162904991582
4.3384,4.07,-5.68863223530618
4.3384,4.0705,-5.66118364154589
4.3384,4.071,-5.63394264070205
4.3384,4.0715,-5.60690718250402
4.3384,4.072,-5.58007524312328
4.3384,4.0725,-5.55344482472045
4.3384,4.073,-5.52701395500283
4.3384,4.0735,-5.50078068679172
4.3384,4.074,-5.47474309759922
4.3384,4.0745,-5.44889928921428
4.3384,4.075,-5.42324738729799
4.3384,4.0755,-5.39778554098754
4.3384,4.076,-5.3725119225085
4.3384,4.0765,-5.34742472679608
4.3384,4.077,-5.32252217112375
4.3384,4.0775,-5.29780249474018
4.3384,4.078,-5.27326395851398
4.3384,4.0785,-5.24890484458542
4.3384,4.079,-5.22472345602598
4.3384,4.0795,-5.20071811650475
4.3384,4.08,-5.17688716996162
4.3384,4.0805,-5.15322898028751
4.3384,4.081,-5.12974193101106
4.3384,4.0815,-5.10642442499136
4.3384,4.082,-5.0832748841176
4.3384,4.0825,-5.06029174901426
4.3384,4.083,-5.03747347875232
4.3384,4.0835,-5.01481855056643
4.3384,4.084,-4.99232545957764
4.3384,4.0845,-4.96999271852132
4.3384,4.085,-4.94781885748108
4.3384,4.0855,-4.92580242362717
4.3384,4.086,-4.90394198096064
4.3384,4.0865,-4.88223611006198
4.3384,4.087,-4.86068340784487
4.3384,4.0875,-4.8392824873146
4.3384,4.088,-4.81803197733118
4.3384,4.0885,-4.79693052237672
4.3384,4.089,-4.77597678232758
4.3384,4.0895,-4.75516943223055
4.3384,4.09,-4.73450716208322
4.3384,4.0905,-4.71398867661872
4.3384,4.091,-4.69361269509414
4.3384,4.0915,-4.67337795108294
4.3384,4.092,-4.65328319227146
4.3384,4.0925,-4.63332718025867
4.3384,4.093,-4.61350869036005
4.3384,4.0935,-4.59382651141469
4.3384,4.094,-4.574279445596
4.3384,4.0945,-4.55486630822589
4.3384,4.095,-4.53558592759218
4.3384,4.0955,-4.51643714476913
4.3384,4.096,-4.49741881344156
4.3384,4.0965,-4.47852979973165
4.3384,4.097,-4.45976898202889
4.3384,4.0975,-4.44113525082326
4.3384,4.098,-4.42262750854097
4.3384,4.0985,-4.4042446693831
4.3384,4.099,-4.3859856591674
4.3384,4.0995,-4.36784941517215
4.3384,4.1,-4.34983488598331
4.3384,4.1005,-4.33194103134401
4.3384,4.101,-4.31416682200629
4.3384,4.1015,-4.29651123958606
4.3384,4.102,-4.27897327641978
4.3384,4.1025,-4.26155193542386
4.3384,4.103,-4.24424622995651
4.3384,4.1035,-4.22705518368163
4.3384,4.104,-4.20997783043496
4.3384,4.1045,-4.19301321409273
4.3384,4.105,-4.17616038844212
4.3384,4.1055,-4.15941841705392
4.3384,4.106,-4.14278637315739
4.3384,4.1065,-4.12626333951692
4.3384,4.107,-4.10984840831095
4.3384,4.1075,-4.09354068101254
4.3384,4.108,-4.07733926827197
4.3384,4.1085,-4.06124328980132
4.3384,4.109,-4.04525187426071
4.3384,4.1095,-4.0293641591463
4.3384,4.11,-4.01357929068024
4.3384,4.1105,-3.99789642370224
4.3384,4.111,-3.98231472156268
4.3384,4.1115,-3.96683335601767
4.3384,4.112,-3.95145150712551
4.3384,4.1125,-3.93616836314472
4.3384,4.113,-3.9209831204339
4.3384,4.1135,-3.90589498335271
4.3384,4.114,-3.89090316416477
4.3384,4.1145,-3.87600688294173
4.3384,4.115,-3.86120536746886
4.3384,4.1155,-3.84649785315222
4.3384,4.116,-3.83188358292697
4.3384,4.1165,-3.81736180716714
4.3384,4.117,-3.80293178359688
4.3384,4.1175,-3.78859277720285
4.3384,4.118,-3.77434406014785
4.3384,4.1185,-3.760184911686
4.3384,4.119,-3.7461146180789
4.3384,4.1195,-3.732132472513
4.3384,4.12,-3.71823777501845
4.3384,4.1205,-3.70442983238872
4.3384,4.121,-3.69070795810184
4.3384,4.1215,-3.67707147224233
4.3384,4.122,-3.66351970142447
4.3384,4.1225,-3.65005197871676
4.3384,4.123,-3.6366676435672
4.3384,4.1235,-3.62336604172977
4.3384,4.124,-3.61014652519204
4.3384,4.1245,-3.59700845210359
4.3384,4.125,-3.58395118670552
4.3384,4.1255,-3.57097409926109
4.3384,4.126,-3.55807656598703
4.3384,4.1265,-3.54525796898611
4.3384,4.127,-3.53251769618042
4.3384,4.1275,-3.51985514124566
4.3384,4.128,-3.50726970354635
4.3384,4.1285,-3.49476078807187
4.3384,4.129,-3.48232780537341
4.3384,4.1295,-3.46997017150178
4.3384,4.13,-3.45768730794605
4.3384,4.1305,-3.44547864157298
4.3384,4.131,-3.43334360456737
4.3384,4.1315,-3.42128163437313
4.3384,4.132,-3.4092921736351
4.3384,4.1325,-3.3973746701418
4.3384,4.133,-3.38552857676871
4.3384,4.1335,-3.37375335142263
4.3384,4.134,-3.36204845698641
4.3384,4.1345,-3.35041336126459
4.3384,4.135,-3.33884753692989
4.3384,4.1355,-3.32735046147009
4.3384,4.136,-3.31592161713588
4.3384,4.1365,-3.30456049088921
4.3384,4.137,-3.29326657435245
4.3384,4.1375,-3.28203936375803
4.3384,4.138,-3.27087835989895
4.3384,4.1385,-3.25978306807979
4.3384,4.139,-3.24875299806828
4.3384,4.1395,-3.23778766404775
4.3384,4.14,-3.22688658456982
4.3384,4.1405,-3.2160492825081
4.3384,4.141,-3.20527528501215
4.3384,4.1415,-3.1945641234621
4.3384,4.142,-3.18391533342403
4.3384,4.1425,-3.17332845460567
4.3384,4.143,-3.16280303081275
4.3384,4.1435,-3.15233860990595
4.3384,4.144,-3.14193474375833
4.3384,4.1445,-3.13159098821322
4.3384,4.145,-3.12130690304286
4.3384,4.1455,-3.11108205190728
4.3384,4.146,-3.10091600231384
4.3384,4.1465,-3.09080832557732
4.3384,4.147,-3.08075859678026
4.3384,4.1475,-3.07076639473412
4.3384,4.148,-3.06083130194068
4.3384,4.1485,-3.0509529045539
4.3384,4.149,-3.04113079234246
4.3384,4.1495,-3.03136455865252
4.3384,4.15,-3.02165380037098
4.3384,4.1505,-3.0119981178894
4.3384,4.151,-3.00239711506801
4.3384,4.1515,-2.99285039920041
4.3384,4.152,-2.9833575809786
4.3384,4.1525,-2.97391827445846
4.3384,4.153,-2.96453209702554
4.3384,4.1535,-2.95519866936145
4.3384,4.154,-2.94591761541045
4.3384,4.1545,-2.93668856234656
4.3384,4.155,-2.92751114054106
4.3384,4.1555,-2.91838498353023
4.3384,4.156,-2.9093097279837
4.3384,4.1565,-2.90028501367298
4.3384,4.157,-2.8913104834404
4.3384,4.1575,-2.88238578316855
4.3384,4.158,-2.87351056174985
4.3384,4.1585,-2.86468447105666
4.3384,4.159,-2.85590716591161
4.3384,4.1595,-2.84717830405847
4.3384,4.16,-2.838497546133
4.3384,4.1605,-2.82986455563458
4.3384,4.161,-2.82127899889779
4.3384,4.1615,-2.81274054506454
4.3384,4.162,-2.80424886605645
4.3384,4.1625,-2.79580363654752
4.3384,4.163,-2.78740453393713
4.3384,4.1635,-2.77905123832343
4.3384,4.164,-2.77074343247685
4.3384,4.1645,-2.76248080181411
4.3384,4.165,-2.75426303437244
4.3384,4.1655,-2.74608982078395
4.3384,4.166,-2.73796085425061
4.3384,4.1665,-2.72987583051923
4.3384,4.167,-2.72183444785679
4.3384,4.1675,-2.71383640702617
4.3384,4.168,-2.70588141126198
4.3384,4.1685,-2.69796916624677
4.3384,4.169,-2.69009938008747
4.3384,4.1695,-2.68227176329207
4.3384,4.17,-2.67448602874665
4.3384,4.1705,-2.66674189169254
